concept_name,concept_namespace
per5i1,pairfam
per5i2,pairfam
per5i3,pairfam
per5i4,pairfam
sep1i1,pairfam
sep1i2,pairfam
sep2,pairfam
sep3,pairfam
sep4k1,pairfam
sep4k2,pairfam
sep4k3,pairfam
sep4k4,pairfam
sep12,pairfam
sep13,pairfam
sep14,pairfam
sep15,pairfam
sep17i1,pairfam
sep17i2,pairfam
sep17i3,pairfam
sep17i4,pairfam
sep16,pairfam
sex8,pairfam
sat5,pairfam
sex3,pairfam
sex4,pairfam
sex11,pairfam
sex12y,pairfam
sex12m,pairfam
sex5,pairfam
sex6i1,pairfam
sex6i2,pairfam
sex6i3,pairfam
sex6i4,pairfam
sex6i5,pairfam
sex6i6,pairfam
sex6i7,pairfam
sex6i8,pairfam
sex6i9,pairfam
sex6i10,pairfam
sex6i11,pairfam
sex7,pairfam
frt1,pairfam
frt2,pairfam
frt3,pairfam
frt29y,pairfam
frt29m,pairfam
frt4i1,pairfam
frt4i2,pairfam
frt4i3,pairfam
frt4i4,pairfam
frt4i5,pairfam
frt4i6,pairfam
frt4i7,pairfam
frt14,pairfam
frt15,pairfam
net18,pairfam
bce2i1,pairfam
bce2i2,pairfam
bce2i3,pairfam
bce2i4,pairfam
bce2i5,pairfam
bce2i6,pairfam
bce2i7,pairfam
bce2i8,pairfam
bce2i9,pairfam
bce2i10,pairfam
frt5,pairfam
frt26,pairfam
frt27,pairfam
frt28,pairfam
frt30,pairfam
frt7,pairfam
frt8,pairfam
frt9,pairfam
frt16,pairfam
frt17,pairfam
frt18,pairfam
frt20i1,pairfam
frt20i2,pairfam
frt20i3,pairfam
frt10i1,pairfam
frt10i2,pairfam
frt10i3,pairfam
frt10i4,pairfam
frt11v1i1,pairfam
frt11v1i2,pairfam
frt11v1i3,pairfam
frt11v1i4,pairfam
frt11v1i5,pairfam
frt11v1i6,pairfam
frt11v1i7,pairfam
frt11v1i8,pairfam
frt11v2i1,pairfam
frt11v2i2,pairfam
frt11v2i3,pairfam
frt11v2i4,pairfam
frt11v2i5,pairfam
frt11v2i6,pairfam
frt11v2i7,pairfam
frt11v2i8,pairfam
frt12i1,pairfam
frt12i2,pairfam
frt12i3,pairfam
frt12i4,pairfam
frt25i1,pairfam
frt25i2,pairfam
frt25i3,pairfam
frt25i4,pairfam
frt13i1,pairfam
frt13i2,pairfam
frt13i3,pairfam
frt13i4,pairfam
frt13i5,pairfam
frt13i6,pairfam
frt13i7,pairfam
frt13i8,pairfam
frt13i9,pairfam
frt13i10,pairfam
frt13i11,pairfam
frt13i12,pairfam
frt13i13,pairfam
frt13i14,pairfam
frt13i14o,pairfam
crn16k1,pairfam
crn16k2,pairfam
crn16k3,pairfam
crn16k4,pairfam
crn16k5,pairfam
crn16k6,pairfam
crn17k1,pairfam
crn17k2,pairfam
crn17k3,pairfam
crn17k4,pairfam
crn17k5,pairfam
crn17k6,pairfam
crn19i1,pairfam
crn19i2,pairfam
crn19i3,pairfam
crn19i4,pairfam
crn19i5,pairfam
crn19i6,pairfam
crn19i7,pairfam
crn19i8,pairfam
crn19i9,pairfam
crn19i10,pairfam
crn19i11,pairfam
crn19i12,pairfam
crn1k1,pairfam
crn1k2,pairfam
crn1k3,pairfam
crn1k4,pairfam
crn1k5,pairfam
crn1k6,pairfam
crn1k7,pairfam
crn2k1i1,pairfam
crn2k1i2,pairfam
crn2k1i3,pairfam
crn2k2i1,pairfam
crn2k2i2,pairfam
crn2k2i3,pairfam
crn2k3i1,pairfam
crn2k3i2,pairfam
crn2k3i3,pairfam
crn2k4i1,pairfam
crn2k4i2,pairfam
crn2k4i3,pairfam
crn2k5i1,pairfam
crn2k5i2,pairfam
crn2k5i3,pairfam
crn2k6i1,pairfam
crn2k6i2,pairfam
crn2k6i3,pairfam
crn2k7i1,pairfam
crn2k7i2,pairfam
crn2k7i3,pairfam
crn3k1,pairfam
crn3k2,pairfam
crn3k3,pairfam
crn3k4,pairfam
crn3k5,pairfam
crn3k6,pairfam
crn3k7,pairfam
crn4k1,pairfam
crn4k2,pairfam
crn4k3,pairfam
crn4k4,pairfam
crn4k5,pairfam
crn4k6,pairfam
crn4k7,pairfam
crn5k1,pairfam
crn5k2,pairfam
crn5k3,pairfam
crn5k4,pairfam
crn5k5,pairfam
crn5k6,pairfam
crn5k7,pairfam
crn6k1,pairfam
crn6k2,pairfam
crn6k3,pairfam
crn6k4,pairfam
crn6k5,pairfam
crn6k6,pairfam
crn6k7,pairfam
crn7k1i1,pairfam
crn7k1i2,pairfam
crn7k1i3,pairfam
crn7k1i4,pairfam
crn7k1i5,pairfam
crn7k1i6,pairfam
crn7k1i7,pairfam
crn7k1i8,pairfam
crn7k2i1,pairfam
crn7k2i2,pairfam
crn7k2i3,pairfam
crn7k2i4,pairfam
crn7k2i5,pairfam
crn7k2i6,pairfam
crn7k2i7,pairfam
crn7k2i8,pairfam
crn7k3i1,pairfam
crn7k3i2,pairfam
crn7k3i3,pairfam
crn7k3i4,pairfam
crn7k3i5,pairfam
crn7k3i6,pairfam
crn7k3i7,pairfam
crn7k3i8,pairfam
crn7k4i1,pairfam
crn7k4i2,pairfam
crn7k4i3,pairfam
crn7k4i4,pairfam
crn7k4i5,pairfam
crn7k4i6,pairfam
crn7k4i7,pairfam
crn7k4i8,pairfam
crn7k5i1,pairfam
crn7k5i2,pairfam
crn7k5i3,pairfam
crn7k5i4,pairfam
crn7k5i5,pairfam
crn7k5i6,pairfam
crn7k5i7,pairfam
crn7k5i8,pairfam
crn7k6i1,pairfam
crn7k6i2,pairfam
crn7k6i3,pairfam
crn7k6i4,pairfam
crn7k6i5,pairfam
crn7k6i6,pairfam
crn7k6i7,pairfam
crn7k6i8,pairfam
crn7k7i1,pairfam
crn7k7i2,pairfam
crn7k7i3,pairfam
crn7k7i4,pairfam
crn7k7i5,pairfam
crn7k7i6,pairfam
crn7k7i7,pairfam
crn7k7i8,pairfam
crn7k8i1,pairfam
crn7k8i2,pairfam
crn7k8i3,pairfam
crn7k8i4,pairfam
crn7k8i5,pairfam
crn7k8i6,pairfam
crn7k8i7,pairfam
crn7k8i8,pairfam
crn37k1,pairfam
crn37k2,pairfam
crn37k3,pairfam
crn37k4,pairfam
crn37k5,pairfam
crn37k6,pairfam
crn37k7,pairfam
crn37k8,pairfam
crn24k1,pairfam
crn24k2,pairfam
crn24k3,pairfam
crn24k4,pairfam
crn24k5,pairfam
crn24k6,pairfam
crn24k7,pairfam
crn24k8,pairfam
crn25k1,pairfam
crn25k2,pairfam
crn25k3,pairfam
crn25k4,pairfam
crn25k5,pairfam
crn25k6,pairfam
crn25k7,pairfam
crn25k8,pairfam
crn26k1,pairfam
crn26k2,pairfam
crn26k3,pairfam
crn26k4,pairfam
crn26k5,pairfam
crn26k6,pairfam
crn26k7,pairfam
crn26k8,pairfam
crn38k1,pairfam
crn38k2,pairfam
crn38k3,pairfam
crn38k4,pairfam
crn38k5,pairfam
crn38k6,pairfam
crn38k7,pairfam
crn38k8,pairfam
crn27k1,pairfam
crn27k2,pairfam
crn27k3,pairfam
crn27k4,pairfam
crn27k5,pairfam
crn27k6,pairfam
crn27k7,pairfam
crn27k8,pairfam
crn28k1,pairfam
crn28k2,pairfam
crn28k3,pairfam
crn28k4,pairfam
crn28k5,pairfam
crn28k6,pairfam
crn28k7,pairfam
crn28k8,pairfam
crn10k1i1,pairfam
crn10k1i2,pairfam
crn10k1i3,pairfam
crn10k1i4,pairfam
crn10k2i1,pairfam
crn10k2i2,pairfam
crn10k2i3,pairfam
crn10k2i4,pairfam
crn10k3i1,pairfam
crn10k3i2,pairfam
crn10k3i3,pairfam
crn10k3i4,pairfam
crn10k4i1,pairfam
crn10k4i2,pairfam
crn10k4i3,pairfam
crn10k4i4,pairfam
crn10k5i1,pairfam
crn10k5i2,pairfam
crn10k5i3,pairfam
crn10k5i4,pairfam
crn10k6i1,pairfam
crn10k6i2,pairfam
crn10k6i3,pairfam
crn10k6i4,pairfam
crn10k7i1,pairfam
crn10k7i2,pairfam
crn10k7i3,pairfam
crn10k7i4,pairfam
crn10k8i1,pairfam
crn10k8i2,pairfam
crn10k8i3,pairfam
crn10k8i4,pairfam
crn31k1,pairfam
crn31k2,pairfam
crn31k3,pairfam
crn31k4,pairfam
crn31k5,pairfam
crn31k6,pairfam
crn31k7,pairfam
crn31k8,pairfam
crn31k9,pairfam
crn31k10,pairfam
crn13k1i1,pairfam
crn13k1i2,pairfam
crn13k1i3,pairfam
crn13k1i4,pairfam
crn13k1i5,pairfam
crn13k1i6,pairfam
crn13k1i7,pairfam
crn13k1i8,pairfam
crn13k1i9,pairfam
crn13k1i10,pairfam
crn13k1i11,pairfam
crn13k1i12,pairfam
crn13k1i14,pairfam
crn13k1i13,pairfam
crn13k1i13o,pairfam
crn13k2i1,pairfam
crn13k2i2,pairfam
crn13k2i3,pairfam
crn13k2i4,pairfam
crn13k2i5,pairfam
crn13k2i6,pairfam
crn13k2i7,pairfam
crn13k2i8,pairfam
crn13k2i9,pairfam
crn13k2i10,pairfam
crn13k2i11,pairfam
crn13k2i12,pairfam
crn13k2i14,pairfam
crn13k2i13,pairfam
crn13k2i13o,pairfam
crn13k3i1,pairfam
crn13k3i2,pairfam
crn13k3i3,pairfam
crn13k3i4,pairfam
crn13k3i5,pairfam
crn13k3i6,pairfam
crn13k3i7,pairfam
crn13k3i8,pairfam
crn13k3i9,pairfam
crn13k3i10,pairfam
crn13k3i11,pairfam
crn13k3i12,pairfam
crn13k3i14,pairfam
crn13k3i13,pairfam
crn13k3i13o,pairfam
crn13k4i1,pairfam
crn13k4i2,pairfam
crn13k4i3,pairfam
crn13k4i4,pairfam
crn13k4i5,pairfam
crn13k4i6,pairfam
crn13k4i7,pairfam
crn13k4i8,pairfam
crn13k4i9,pairfam
crn13k4i10,pairfam
crn13k4i11,pairfam
crn13k4i12,pairfam
crn13k4i14,pairfam
crn13k4i13,pairfam
crn13k4i13o,pairfam
crn13k5i1,pairfam
crn13k5i2,pairfam
crn13k5i3,pairfam
crn13k5i4,pairfam
crn13k5i5,pairfam
crn13k5i6,pairfam
crn13k5i7,pairfam
crn13k5i8,pairfam
crn13k5i9,pairfam
crn13k5i10,pairfam
crn13k5i11,pairfam
crn13k5i12,pairfam
crn13k5i14,pairfam
crn13k5i13,pairfam
crn13k5i13o,pairfam
crn13k6i1,pairfam
crn13k6i2,pairfam
crn13k6i3,pairfam
crn13k6i4,pairfam
crn13k6i5,pairfam
crn13k6i6,pairfam
crn13k6i7,pairfam
crn13k6i8,pairfam
crn13k6i9,pairfam
crn13k6i10,pairfam
crn13k6i11,pairfam
crn13k6i12,pairfam
crn13k6i14,pairfam
crn13k6i13,pairfam
crn13k7i1,pairfam
crn13k7i2,pairfam
crn13k7i3,pairfam
crn13k7i4,pairfam
crn13k7i5,pairfam
crn13k7i6,pairfam
crn13k7i7,pairfam
crn13k7i8,pairfam
crn13k7i9,pairfam
crn13k7i10,pairfam
crn13k7i11,pairfam
crn13k7i12,pairfam
crn13k7i14,pairfam
crn13k7i13,pairfam
crn13k8i1,pairfam
crn13k8i2,pairfam
crn13k8i3,pairfam
crn13k8i4,pairfam
crn13k8i5,pairfam
crn13k8i6,pairfam
crn13k8i7,pairfam
crn13k8i8,pairfam
crn13k8i9,pairfam
crn13k8i10,pairfam
crn13k8i11,pairfam
crn13k8i12,pairfam
crn13k8i14,pairfam
crn13k8i13,pairfam
crn13k9i1,pairfam
crn13k9i2,pairfam
crn13k9i3,pairfam
crn13k9i4,pairfam
crn13k9i5,pairfam
crn13k9i6,pairfam
crn13k9i7,pairfam
crn13k9i8,pairfam
crn13k9i9,pairfam
crn13k9i10,pairfam
crn13k9i11,pairfam
crn13k9i12,pairfam
crn13k9i14,pairfam
crn13k9i13,pairfam
crn13k10i1,pairfam
crn13k10i2,pairfam
crn13k10i3,pairfam
crn13k10i4,pairfam
crn13k10i5,pairfam
crn13k10i6,pairfam
crn13k10i7,pairfam
crn13k10i8,pairfam
crn13k10i9,pairfam
crn13k10i10,pairfam
crn13k10i11,pairfam
crn13k10i12,pairfam
crn13k10i14,pairfam
crn13k10i13,pairfam
crn14k1i1,pairfam
crn14k1i2,pairfam
crn14k1i3,pairfam
crn14k1i4,pairfam
crn14k1i5,pairfam
crn14k1i6,pairfam
crn14k1i7,pairfam
crn14k1i8,pairfam
crn14k1i9,pairfam
crn14k1i10,pairfam
crn14k1i11,pairfam
crn14k1i12,pairfam
crn14k1i14,pairfam
crn14k1i13,pairfam
crn14k1i13o,pairfam
crn14k2i1,pairfam
crn14k2i2,pairfam
crn14k2i3,pairfam
crn14k2i4,pairfam
crn14k2i5,pairfam
crn14k2i6,pairfam
crn14k2i7,pairfam
crn14k2i8,pairfam
crn14k2i9,pairfam
crn14k2i10,pairfam
crn14k2i11,pairfam
crn14k2i12,pairfam
crn14k2i14,pairfam
crn14k2i13,pairfam
crn14k2i13o,pairfam
crn14k3i1,pairfam
crn14k3i2,pairfam
crn14k3i3,pairfam
crn14k3i4,pairfam
crn14k3i5,pairfam
crn14k3i6,pairfam
crn14k3i7,pairfam
crn14k3i8,pairfam
crn14k3i9,pairfam
crn14k3i10,pairfam
crn14k3i11,pairfam
crn14k3i12,pairfam
crn14k3i14,pairfam
crn14k3i13,pairfam
crn14k3i13o,pairfam
crn14k4i1,pairfam
crn14k4i2,pairfam
crn14k4i3,pairfam
crn14k4i4,pairfam
crn14k4i5,pairfam
crn14k4i6,pairfam
crn14k4i7,pairfam
crn14k4i8,pairfam
crn14k4i9,pairfam
crn14k4i10,pairfam
crn14k4i11,pairfam
crn14k4i12,pairfam
crn14k4i14,pairfam
crn14k4i13,pairfam
crn14k4i13o,pairfam
crn14k5i1,pairfam
crn14k5i2,pairfam
crn14k5i3,pairfam
crn14k5i4,pairfam
crn14k5i5,pairfam
crn14k5i6,pairfam
crn14k5i7,pairfam
crn14k5i8,pairfam
crn14k5i9,pairfam
crn14k5i10,pairfam
crn14k5i11,pairfam
crn14k5i12,pairfam
crn14k5i14,pairfam
crn14k5i13,pairfam
crn14k5i13o,pairfam
crn14k6i1,pairfam
crn14k6i2,pairfam
crn14k6i3,pairfam
crn14k6i4,pairfam
crn14k6i5,pairfam
crn14k6i6,pairfam
crn14k6i7,pairfam
crn14k6i8,pairfam
crn14k6i9,pairfam
crn14k6i10,pairfam
crn14k6i11,pairfam
crn14k6i12,pairfam
crn14k6i14,pairfam
crn14k6i13,pairfam
crn14k6i13o,pairfam
crn14k7i1,pairfam
crn14k7i2,pairfam
crn14k7i3,pairfam
crn14k7i4,pairfam
crn14k7i5,pairfam
crn14k7i6,pairfam
crn14k7i7,pairfam
crn14k7i8,pairfam
crn14k7i9,pairfam
crn14k7i10,pairfam
crn14k7i11,pairfam
crn14k7i12,pairfam
crn14k7i14,pairfam
crn14k7i13,pairfam
crn14k8i1,pairfam
crn14k8i2,pairfam
crn14k8i3,pairfam
crn14k8i4,pairfam
crn14k8i5,pairfam
crn14k8i6,pairfam
crn14k8i7,pairfam
crn14k8i8,pairfam
crn14k8i9,pairfam
crn14k8i10,pairfam
crn14k8i11,pairfam
crn14k8i12,pairfam
crn14k8i14,pairfam
crn14k8i13,pairfam
crn14k9i1,pairfam
crn14k9i2,pairfam
crn14k9i3,pairfam
crn14k9i4,pairfam
crn14k9i5,pairfam
crn14k9i6,pairfam
crn14k9i7,pairfam
crn14k9i8,pairfam
crn14k9i9,pairfam
crn14k9i10,pairfam
crn14k9i11,pairfam
crn14k9i12,pairfam
crn14k9i14,pairfam
crn14k9i13,pairfam
crn14k10i1,pairfam
crn14k10i2,pairfam
crn14k10i3,pairfam
crn14k10i4,pairfam
crn14k10i5,pairfam
crn14k10i6,pairfam
crn14k10i7,pairfam
crn14k10i8,pairfam
crn14k10i9,pairfam
crn14k10i10,pairfam
crn14k10i11,pairfam
crn14k10i12,pairfam
crn14k10i14,pairfam
crn14k10i13,pairfam
crn15k1,pairfam
crn15k2,pairfam
crn15k3,pairfam
crn15k4,pairfam
crn15k5,pairfam
crn15k6,pairfam
crn15k7,pairfam
crn15k8,pairfam
crn15k9,pairfam
crn15k10,pairfam
crn11i7,pairfam
crn11i8,pairfam
crn11i9,pairfam
crn11i10,pairfam
crn20i1,pairfam
crn20i2,pairfam
crn20i3,pairfam
crn20i4,pairfam
crn21i1,pairfam
crn21i2,pairfam
crn21i3,pairfam
crn40,pairfam
ccs1k1,pairfam
ccs1k2,pairfam
ccs1k3,pairfam
ccs1k4,pairfam
ccs1k5,pairfam
ccs1k6,pairfam
ccs1k7,pairfam
ccs2k1,pairfam
ccs2k2,pairfam
ccs2k3,pairfam
ccs2k4,pairfam
ccs2k5,pairfam
ccs2k6,pairfam
ccs2k7,pairfam
cpas1,pairfam
cpas2,pairfam
cpas3,pairfam
cpas4,pairfam
igr22,pairfam
igr23m,pairfam
igr23y,pairfam
igr25,pairfam
igr26m,pairfam
igr26y,pairfam
igr87,pairfam
igr27,pairfam
igr28,pairfam
igr29,pairfam
igr30,pairfam
igr88,pairfam
igr31,pairfam
igr32,pairfam
igr81,pairfam
igr89,pairfam
igr33m,pairfam
igr33y,pairfam
igr82i1,pairfam
igr82i2,pairfam
igr82i3,pairfam
igr82i4,pairfam
igr82i5,pairfam
igr82i6,pairfam
igr82i7,pairfam
igr82i8,pairfam
igr82i9,pairfam
igr82i10,pairfam
igr82i11,pairfam
igr82i12,pairfam
igr82i12o,pairfam
igr83,pairfam
igr83o,pairfam
igr34,pairfam
igr35,pairfam
igr90,pairfam
igr36,pairfam
igr37,pairfam
igr84,pairfam
igr91,pairfam
igr38m,pairfam
igr38y,pairfam
igr85i1,pairfam
igr85i2,pairfam
igr85i3,pairfam
igr85i4,pairfam
igr85i5,pairfam
igr85i6,pairfam
igr85i7,pairfam
igr85i8,pairfam
igr85i9,pairfam
igr85i10,pairfam
igr85i11,pairfam
igr85i12,pairfam
igr85i12o,pairfam
igr86,pairfam
igr86o,pairfam
igr39p1,pairfam
igr39p2,pairfam
igr39p3,pairfam
igr39p4,pairfam
igr40p1,pairfam
igr40p2,pairfam
igr40p3,pairfam
igr40p4,pairfam
igr41p1,pairfam
igr41p2,pairfam
igr41p3,pairfam
igr41p4,pairfam
igr42p1,pairfam
igr42p2,pairfam
igr42p3,pairfam
igr42p4,pairfam
igr43p1,pairfam
igr43p2,pairfam
igr43p3,pairfam
igr43p4,pairfam
igr44p1,pairfam
igr44p2,pairfam
igr44p3,pairfam
igr44p4,pairfam
igr45p1,pairfam
igr45p2,pairfam
igr45p3,pairfam
igr45p4,pairfam
igr46p1,pairfam
igr46p2,pairfam
igr46p3,pairfam
igr46p4,pairfam
igr47p1,pairfam
igr47p2,pairfam
igr47p3,pairfam
igr47p4,pairfam
igr48p1,pairfam
igr48p2,pairfam
igr48p3,pairfam
igr48p4,pairfam
igr49p1,pairfam
igr49p2,pairfam
igr49p3,pairfam
igr49p4,pairfam
igr51p1,pairfam
igr51p1i1,pairfam
igr51p1i2,pairfam
igr51p1i3,pairfam
igr51p1i4,pairfam
igr51p1i6,pairfam
igr51p2,pairfam
igr51p2i1,pairfam
igr51p2i2,pairfam
igr51p2i3,pairfam
igr51p2i4,pairfam
igr51p2i6,pairfam
igr51p3,pairfam
igr51p3i1,pairfam
igr51p3i2,pairfam
igr51p3i3,pairfam
igr51p3i4,pairfam
igr51p3i6,pairfam
igr51p4,pairfam
igr51p4i1,pairfam
igr51p4i2,pairfam
igr51p4i3,pairfam
igr51p4i4,pairfam
igr51p4i6,pairfam
igr52p1,pairfam
igr52p2,pairfam
igr52p3,pairfam
igr52p4,pairfam
igr53p1,pairfam
igr53p2,pairfam
igr53p3,pairfam
igr53p4,pairfam
igr54p1,pairfam
igr54p2,pairfam
igr54p3,pairfam
igr54p4,pairfam
igr55p1,pairfam
igr55p2,pairfam
igr55p3,pairfam
igr55p4,pairfam
igr56p1,pairfam
igr56p2,pairfam
igr56p3,pairfam
igr56p4,pairfam
igr57p1,pairfam
igr57p2,pairfam
igr57p3,pairfam
igr57p4,pairfam
igr58p1,pairfam
igr58p2,pairfam
igr58p3,pairfam
igr58p4,pairfam
igr59p1,pairfam
igr59p2,pairfam
igr59p3,pairfam
igr59p4,pairfam
igr60p1,pairfam
igr60p2,pairfam
igr60p3,pairfam
igr60p4,pairfam
igr61p1,pairfam
igr61p2,pairfam
igr61p3,pairfam
igr61p4,pairfam
igr62p1,pairfam
igr62p2,pairfam
igr62p3,pairfam
igr62p4,pairfam
igr63p1,pairfam
igr63p2,pairfam
igr63p3,pairfam
igr63p4,pairfam
igr64p1,pairfam
igr64p2,pairfam
igr64p3,pairfam
igr64p4,pairfam
igr65p1,pairfam
igr65p2,pairfam
igr65p3,pairfam
igr65p4,pairfam
igr66p1,pairfam
igr66p2,pairfam
igr66p3,pairfam
igr66p4,pairfam
igr67p1,pairfam
igr67p2,pairfam
igr67p3,pairfam
igr67p4,pairfam
igr68p1,pairfam
igr68p2,pairfam
igr68p3,pairfam
igr68p4,pairfam
igr69p1,pairfam
igr69p2,pairfam
igr69p3,pairfam
igr69p4,pairfam
igr70p1,pairfam
igr70p2,pairfam
igr70p3,pairfam
igr70p4,pairfam
igr71,pairfam
igr72,pairfam
cprs1p1,pairfam
cprs2p1,pairfam
cprs3p1,pairfam
cprs1p2,pairfam
cprs2p2,pairfam
cprs3p2,pairfam
cprs1p3,pairfam
cprs2p3,pairfam
cprs3p3,pairfam
cprs1p4,pairfam
cprs2p4,pairfam
cprs3p4,pairfam
net1p1,pairfam
net1p2,pairfam
net1p3,pairfam
net1p4,pairfam
net1p5,pairfam
net1p6,pairfam
net1p7,pairfam
net1p8,pairfam
net1p9,pairfam
net1p10,pairfam
net1p11,pairfam
net1p12,pairfam
net1p13,pairfam
net1p14,pairfam
net1p15,pairfam
net1p16,pairfam
net1p17,pairfam
net1p18,pairfam
net1p19,pairfam
net1p20,pairfam
net1p21,pairfam
net1p22,pairfam
net1p23,pairfam
net2p1,pairfam
net2p2,pairfam
net2p3,pairfam
net2p4,pairfam
net2p5,pairfam
net2p6,pairfam
net2p7,pairfam
net2p8,pairfam
net2p9,pairfam
net2p10,pairfam
net2p11,pairfam
net2p12,pairfam
net2p13,pairfam
net2p14,pairfam
net2p15,pairfam
net2p16,pairfam
net2p17,pairfam
net2p18,pairfam
net2p19,pairfam
net2p20,pairfam
net2p21,pairfam
net2p22,pairfam
net2p23,pairfam
net2p24,pairfam
net2p25,pairfam
net2p26,pairfam
net2p27,pairfam
net2p28,pairfam
net2p29,pairfam
net2p30,pairfam
net3p1,pairfam
net3p2,pairfam
net3p3,pairfam
net3p4,pairfam
net3p5,pairfam
net3p6,pairfam
net3p7,pairfam
net3p8,pairfam
net3p9,pairfam
net3p10,pairfam
net3p11,pairfam
net3p12,pairfam
net3p13,pairfam
net3p14,pairfam
net3p15,pairfam
net3p16,pairfam
net3p17,pairfam
net3p18,pairfam
net3p19,pairfam
net3p20,pairfam
net3p21,pairfam
net3p22,pairfam
net3p23,pairfam
net3p24,pairfam
net3p25,pairfam
net3p26,pairfam
net3p27,pairfam
net3p28,pairfam
net3p29,pairfam
net3p30,pairfam
net4p1,pairfam
net4p2,pairfam
net4p3,pairfam
net4p4,pairfam
net4p5,pairfam
net4p6,pairfam
net4p7,pairfam
net4p8,pairfam
net4p9,pairfam
net4p10,pairfam
net4p11,pairfam
net4p12,pairfam
net4p13,pairfam
net4p14,pairfam
net4p15,pairfam
net4p16,pairfam
net4p17,pairfam
net4p18,pairfam
net4p19,pairfam
net4p20,pairfam
net4p21,pairfam
net4p22,pairfam
net4p23,pairfam
net4p24,pairfam
net4p25,pairfam
net4p26,pairfam
net4p27,pairfam
net4p28,pairfam
net4p29,pairfam
net4p30,pairfam
net5p1,pairfam
net5p2,pairfam
net5p3,pairfam
net5p4,pairfam
net5p5,pairfam
net5p6,pairfam
net5p7,pairfam
net5p8,pairfam
net5p9,pairfam
net5p10,pairfam
net5p11,pairfam
net5p12,pairfam
net5p13,pairfam
net5p14,pairfam
net5p15,pairfam
net5p16,pairfam
net5p17,pairfam
net5p18,pairfam
net5p19,pairfam
net5p20,pairfam
net5p21,pairfam
net5p22,pairfam
net5p23,pairfam
net5p24,pairfam
net5p25,pairfam
net5p26,pairfam
net5p27,pairfam
net5p28,pairfam
net5p29,pairfam
net5p30,pairfam
net6p1,pairfam
net6p2,pairfam
net6p3,pairfam
net6p4,pairfam
net6p5,pairfam
net6p6,pairfam
net6p7,pairfam
net6p8,pairfam
net6p9,pairfam
net6p10,pairfam
net6p11,pairfam
net6p12,pairfam
net6p13,pairfam
net6p14,pairfam
net6p15,pairfam
net6p16,pairfam
net6p17,pairfam
net6p18,pairfam
net6p19,pairfam
net6p20,pairfam
net6p21,pairfam
net6p22,pairfam
net6p23,pairfam
net6p24,pairfam
net6p25,pairfam
net6p26,pairfam
net6p27,pairfam
net6p28,pairfam
net6p29,pairfam
net6p30,pairfam
net7p1,pairfam
net7p2,pairfam
net7p3,pairfam
net7p4,pairfam
net7p5,pairfam
net7p6,pairfam
net7p7,pairfam
net7p8,pairfam
net7p9,pairfam
net7p10,pairfam
net7p11,pairfam
net7p12,pairfam
net7p13,pairfam
net7p14,pairfam
net7p15,pairfam
net7p16,pairfam
net7p17,pairfam
net7p18,pairfam
net7p19,pairfam
net7p20,pairfam
net7p21,pairfam
net7p22,pairfam
net7p23,pairfam
net7p24,pairfam
net7p25,pairfam
net7p26,pairfam
net7p27,pairfam
net7p28,pairfam
net8p1,pairfam
net8p2,pairfam
net8p3,pairfam
net8p4,pairfam
net8p5,pairfam
net8p6,pairfam
net8p7,pairfam
net8p8,pairfam
net8p9,pairfam
net8p10,pairfam
net8p11,pairfam
net8p12,pairfam
net8p13,pairfam
net8p14,pairfam
net8p15,pairfam
net8p16,pairfam
net8p17,pairfam
net8p18,pairfam
net8p19,pairfam
net8p20,pairfam
net8p21,pairfam
net8p22,pairfam
net8p23,pairfam
net8p24,pairfam
net8p26,pairfam
net8p27,pairfam
net9p1,pairfam
net9p2,pairfam
net9p3,pairfam
net9p4,pairfam
net9p5,pairfam
net9p6,pairfam
net9p7,pairfam
net9p8,pairfam
net9p9,pairfam
net9p10,pairfam
net9p11,pairfam
net9p12,pairfam
net9p13,pairfam
net9p14,pairfam
net9p15,pairfam
net9p16,pairfam
net9p17,pairfam
net9p18,pairfam
net9p19,pairfam
net9p20,pairfam
net9p21,pairfam
net9p22,pairfam
net9p23,pairfam
net9p24,pairfam
net9p26,pairfam
net9p27,pairfam
net10p1,pairfam
net10p2,pairfam
net10p3,pairfam
net10p4,pairfam
net10p5,pairfam
net10p6,pairfam
net10p7,pairfam
net10p8,pairfam
net10p9,pairfam
net10p10,pairfam
net10p11,pairfam
net10p12,pairfam
net10p13,pairfam
net10p14,pairfam
net10p15,pairfam
net10p16,pairfam
net10p17,pairfam
net10p18,pairfam
net10p19,pairfam
net10p20,pairfam
net10p21,pairfam
net10p22,pairfam
net10p23,pairfam
net10p24,pairfam
net10p25,pairfam
net10p26,pairfam
net10p27,pairfam
net10p28,pairfam
net11p1,pairfam
net11p2,pairfam
net11p3,pairfam
net11p4,pairfam
net11p5,pairfam
net11p6,pairfam
net11p7,pairfam
net11p8,pairfam
net11p9,pairfam
net11p10,pairfam
net11p11,pairfam
net11p12,pairfam
net11p13,pairfam
net11p14,pairfam
net11p15,pairfam
net11p16,pairfam
net11p17,pairfam
net11p18,pairfam
net11p19,pairfam
net11p20,pairfam
net11p21,pairfam
net11p22,pairfam
net11p23,pairfam
net11p24,pairfam
net11p25,pairfam
net11p26,pairfam
net11p27,pairfam
net11p28,pairfam
net12p1,pairfam
net12p2,pairfam
net12p3,pairfam
net12p4,pairfam
net12p5,pairfam
net12p6,pairfam
net12p7,pairfam
net12p8,pairfam
